2025-12-22 10:04:43 | INFO     | websocket_client:connect:44 - Connecting to: ws://192.168.1.8:8000/api/v1/warming/ws/1?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwidHlwZSI6ImFnZW50IiwiY29tcHV0ZXJfaWQiOjEsImNvbXB1dGVyX25hbWUiOiJtYWMyIiwiaWF0IjoxNzY2MDkzNzM0fQ.27cdASvmva_gqhEdnyiexSvqWwIMUZWcA7ky9jQePp4
2025-12-22 10:04:45 | ERROR    | websocket_client:connect:83 - Connection error: [Errno 51] Network is unreachable
2025-12-22 10:04:50 | INFO     | websocket_client:connect:103 - Reconnecting in 5 seconds...
2025-12-22 10:33:24 | INFO     | websocket_client:connect:44 - Connecting to: ws://192.168.1.8:8000/api/v1/warming/ws/1?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwidHlwZSI6ImFnZW50IiwiY29tcHV0ZXJfaWQiOjEsImNvbXB1dGVyX25hbWUiOiJtYWMyIiwiaWF0IjoxNzY2MDkzNzM0fQ.27cdASvmva_gqhEdnyiexSvqWwIMUZWcA7ky9jQePp4
2025-12-22 10:33:24 | ERROR    | websocket_client:connect:83 - Connection error: [Errno 51] Network is unreachable
2025-12-22 10:33:29 | INFO     | websocket_client:connect:103 - Reconnecting in 5 seconds...
2025-12-22 10:33:29 | WARNING  | websocket_client:send:311 - Send failed: connection closed
2025-12-22 10:33:29 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-22 10:33:29 | WARNING  | websocket_client:_listen:115 - Connection lost: sent 1011 (internal error) keepalive ping timeout; no close frame received
2025-12-22 10:33:29 | WARNING  | websocket_client:connect:68 - Connection closed, will reconnect...
2025-12-22 10:33:29 | INFO     | websocket_client:connect:103 - Reconnecting in 5 seconds...
2025-12-22 10:33:34 | INFO     | websocket_client:connect:44 - Connecting to: ws://192.168.1.8:8000/api/v1/warming/ws/1?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwidHlwZSI6ImFnZW50IiwiY29tcHV0ZXJfaWQiOjEsImNvbXB1dGVyX25hbWUiOiJtYWMyIiwiaWF0IjoxNzY2MDkzNzM0fQ.27cdASvmva_gqhEdnyiexSvqWwIMUZWcA7ky9jQePp4
2025-12-22 10:33:34 | ERROR    | websocket_client:connect:83 - Connection error: [Errno 51] Network is unreachable
2025-12-22 10:33:34 | INFO     | websocket_client:connect:44 - Connecting to: ws://192.168.1.7:8000/api/v1/warming/ws/1?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwidHlwZSI6ImFnZW50IiwiY29tcHV0ZXJfaWQiOjEsImNvbXB1dGVyX25hbWUiOiJtYWMyIiwiaWF0IjoxNzY2MDkzNzM0fQ.27cdASvmva_gqhEdnyiexSvqWwIMUZWcA7ky9jQePp4
2025-12-22 10:33:34 | ERROR    | websocket_client:connect:83 - Connection error: [Errno 51] Network is unreachable
2025-12-22 11:05:54 | INFO     | websocket_client:connect:103 - Reconnecting in 5 seconds...
2025-12-22 11:05:54 | INFO     | websocket_client:connect:103 - Reconnecting in 5 seconds...
2025-12-22 11:05:59 | INFO     | websocket_client:connect:44 - Connecting to: ws://192.168.1.8:8000/api/v1/warming/ws/1?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwidHlwZSI6ImFnZW50IiwiY29tcHV0ZXJfaWQiOjEsImNvbXB1dGVyX25hbWUiOiJtYWMyIiwiaWF0IjoxNzY2MDkzNzM0fQ.27cdASvmva_gqhEdnyiexSvqWwIMUZWcA7ky9jQePp4
2025-12-22 11:05:59 | ERROR    | websocket_client:connect:83 - Connection error: [Errno 51] Network is unreachable
2025-12-22 11:05:59 | INFO     | websocket_client:connect:44 - Connecting to: ws://192.168.1.7:8000/api/v1/warming/ws/1?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwidHlwZSI6ImFnZW50IiwiY29tcHV0ZXJfaWQiOjEsImNvbXB1dGVyX25hbWUiOiJtYWMyIiwiaWF0IjoxNzY2MDkzNzM0fQ.27cdASvmva_gqhEdnyiexSvqWwIMUZWcA7ky9jQePp4
2025-12-22 11:05:59 | ERROR    | websocket_client:connect:83 - Connection error: [Errno 51] Network is unreachable
2025-12-22 11:06:04 | INFO     | websocket_client:connect:103 - Reconnecting in 5 seconds...
2025-12-22 11:06:04 | INFO     | websocket_client:connect:103 - Reconnecting in 5 seconds...
